date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:19:45	104280/104280	---M--	200	added ('OK')	font/woff	date:Fri,%2009%20Apr%202021%2018:11:28%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-solid-900.woff	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-solid-900.woff	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
12:19:47	204814/204814	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Apr%202021%2018:11:24%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-solid-900.eot	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-solid-900.eot	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
12:19:49	204528/204528	---M--	200	added ('OK')	font/ttf	date:Fri,%2009%20Apr%202021%2018:11:26%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-solid-900.ttf	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-solid-900.ttf	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
12:19:53	120724/120724	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Apr%202021%2018:14:06%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/css/flaticon/fonts/ionicons.eot	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/css/flaticon/fonts/ionicons.eot	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/ionicons.min.css)
12:19:57	67904/67904	---M--	200	added ('OK')	font/woff	date:Fri,%2009%20Apr%202021%2018:14:10%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/css/flaticon/fonts/ionicons.woff	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/css/flaticon/fonts/ionicons.woff	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/ionicons.min.css)
12:19:57	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2006:49:57%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/ionicons.svg	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/ionicons.9b.delayed	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/ionicons.min.css)
12:19:58	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2006:49:58%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/css/owl.video.play.png	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/css/owl.video.play.9c.delayed	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/owl.carousel.min.css)
12:20:01	62799/62799	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Apr%202021%2018:12:52%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/images/background/asset-40.jpg	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/images/background/asset-40.jpg	(from https://template.gentechtreedesign.com/html/streamlab/red-html/blog-single.html)
12:20:02	0/-1	---M--	409	error ('')			https://template.gentechtreedesign.com/html/streamlab/red-html/contact-us.html	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/contact-us.html	(from https://template.gentechtreedesign.com/html/streamlab/red-html/index.html)
12:20:02	0/-1	---M--	409	error ('')			https://template.gentechtreedesign.com/html/streamlab/red-html/register.html	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/register.html	(from https://template.gentechtreedesign.com/html/streamlab/red-html/index.html)
